text,label,origin
Are you going to write ccna exam this week??,0,real
Rs.2499 withdrawn from ATM **3283 on 10-08-26. Avl bal Rs.55691. Not you? Call 1800478387.,0,synthetic
Job offer: Earn Rs.999/day from home. Register by paying a refundable Rs.499 deposit.,1,synthetic
Your parcel is held at customs. Pay Rs.49 customs duty via UPI to release it: kyc-update.in/verify,1,synthetic
What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,0,real
Do we have any spare power supplies,0,real
He dint tell anything. He is angry on me that why you told to abi.,0,real
"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)",0,real
Rs.50000.00 debited from a/c **8009 on 07-12-26 to VPA merchant765@ybl. Avl bal Rs.21337.00. Not you? Call 1800100708.,0,synthetic
"(No promises on when though, haven't even gotten dinner yet)",0,real
Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...,0,real
"Painful words- ""I thought being Happy was the most toughest thing on Earth... But, the toughest is acting Happy with all unspoken pain inside..""",0,real
"Aight I'll grab something to eat too, text me when you're back at mu",0,real
"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p",1,real
okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,1,real
Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?,0,real
This is HDFC Bank support. Please install AnyDesk and share your screen so we can process your refund.,1,synthetic
Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?,0,real
Jos ask if u wana meet up?,0,real
This is Enforcement Directorate. A case has been registered against your Aadhaar. Call 1800919234 immediately.,1,synthetic
URGENT: Your SBI account KYC has expired. Click kyc-update.in/verify to avoid suspension.,1,synthetic
"By the way, i've put a skip right outside the front of the house so you can see which house it is. Just pull up before it.",0,real
Lolnice. I went from a fish to ..water.?,0,real
Happy new year. Hope you are having a good semester,0,real
Pls i wont belive god.not only jesus.,0,real
NO GIFTS!! You trying to get me to throw myself off a cliff or something?,0,real
Cool. I am  &lt;#&gt;  inches long. hope you like them big!,0,real
"I just lov this line: ""Hurt me with the truth, I don't mind,i wil tolerat.bcs ur my someone..... But, Never comfort me with a lie"" gud ni8 and sweet dreams",0,real
"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D",0,real
"accordingly. I repeat, just text the word ok on your mobile phone and send",1,real
Ok then i will come to ur home after half an hour,0,real
Try to do something dear. You read something for exams,0,real
Lol alright i was thinkin that too haha,0,real
"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj",0,real
I am great princess! What are you thinking about me? :),0,real
You got job in wipro:)you will get every thing in life in 2 or 3 years.,0,real
"He will, you guys close?",0,real
Just got to  &lt;#&gt;,0,real
Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?,0,real
S:)8 min to go for lunch:),0,real
Wylie update: my weed dealer carlos went to freedom and had a class with lunsford,0,real
Your UPI Autopay mandate for Rs.99 to Zomato is due on 15-02-26.,0,synthetic
Remind me how to get there and I shall do so,0,real
Hey what are you doing. Y no reply pa..,0,real
Ok. I only ask abt e movie. U wan ktv oso?,0,real
What Today-sunday..sunday is holiday..so no work..,0,real
Your parcel is held at customs. Pay Rs.49 customs duty via UPI to release it: bit.ly/3xK9z,1,synthetic
"My sister in law, hope you are having a great month. Just saying hey. Abiola",0,real
What Today-sunday..sunday is holiday..so no work..,0,real
I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,0,real
I dont have that much image in class.,0,real
"One of best dialogue in cute reltnship..!! ""Wen i Die, Dont Come Near My Body..!! Bcoz My Hands May Not Come 2 Wipe Ur Tears Off That Time..!Gud ni8",0,real
I think chennai well settled?,0,real
I have sent Rs.99 to your account by mistake. Please accept the collect request to return it.,1,synthetic
"And that is the problem. You walk around in ""julianaland"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad.",0,real
Rs.2499.00 debited from a/c **6594 on 15-10-26 to VPA shop188@oksbi. Avl bal Rs.61187.00. Not you? Call 1800223432.,0,synthetic
How dare you change my ring,0,real
"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",0,real
HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,1,real
Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday,0,real
No screaming means shouting..,0,real
Gudnite....tc...practice going on,0,real
"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything.",0,real
K..k...from tomorrow onwards started ah?,0,real
HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG,0,real
"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt",0,real
Is ur paper today in e morn or aft?,0,real
Water logging in desert. Geoenvironmental implications.,0,real
Also where's the piece,0,real
Great. P diddy is my neighbor and comes for toothpaste every morning,0,real
Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.,0,real
Can you do online transaction?,0,real
Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just £1.50 per wk 2 opt out send STOP 08452810071 16,1,real
Is there any training tomorrow?,0,real
"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.",0,real
"I am real, baby! I want to bring out your inner tigress...",0,real
* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train,0,real
You've received a cashback of Rs.199. Pay Rs.99 activation fee to unlock it.,1,synthetic
Your OTP for ICICI Bank NetBanking login is 975194. Valid for 10 mins. Do not share this with anyone.,0,synthetic
 &lt;#&gt;  mins but i had to stop somewhere first.,0,real
Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,1,real
Your UPI PIN needs verification. Enter your PIN here: kyc-update.in/verify,1,synthetic
Rs.49 withdrawn from ATM **9414 on 23-03-26. Avl bal Rs.50150. Not you? Call 1800820013.,0,synthetic
This is HDFC Bank support. Please install AnyDesk and share your screen so we can process your refund.,1,synthetic
This is Axis Bank support. Please install AnyDesk and share your screen so we can process your refund.,1,synthetic
You've received a cashback of Rs.499. Pay Rs.99 activation fee to unlock it.,1,synthetic
"K, if u bored up just come to my home..",0,real
Joy's father is John. Then John is the NAME of Joy's father. Mandan,0,real
Rs.999 credited to your a/c **6196 on 25-06-26 via UPI. Avl bal Rs.41548.,0,synthetic
", ,  and  picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || Very easy",0,real
Your UPI Autopay mandate for Rs.2499 to Airtel is due on 14-07-26.,0,synthetic
"That's cool he'll be here all night, lemme know when you're around",0,real
Where to get those?,0,real
No did you check? I got his detailed message now,0,real
"Could you not read me, my Love ? I answered you",0,real
Hahaha..use your brain dear,0,real
5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,1,real
Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(,0,real
Congratulations! You won Rs.199 lottery. Send Rs.499 processing fee via UPI to claim.,1,synthetic
Hey! There's veggie pizza... :/,0,real
"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea",0,real
Yes. Please leave at  &lt;#&gt; . So that at  &lt;#&gt;  we can leave,0,real
SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.,0,real
I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,0,real
We noticed suspicious activity on your UPI account. Share the OTP sent to you to secure it.,1,synthetic
Just finished eating. Got u a plate. NOT leftovers this time.,0,real
"URGENT!: Your Mobile No. was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU",1,real
Ill be at yours in about 3 mins but look out for me,0,real
Your OTP for Axis Bank NetBanking login is 575207. Valid for 10 mins. Do not share this with anyone.,0,synthetic
How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!,0,real
You've received a cashback of Rs.2499. Pay Rs.99 activation fee to unlock it.,1,synthetic
"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",0,real
Stupid auto correct on my phone,0,real
Hey are we going for the lo lesson or gym? ,0,real
No no. I will check all rooms befor activities,0,real
Your HDFC Bank Credit Card statement of Rs.199 is generated. Due date 22-05-26.,0,synthetic
True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.,0,real
"That's good, because I need drugs",0,real
Its too late:)but its k.wish you the same.,0,real
Wish u many many returns of the day.. Happy birthday vikky..,0,real
"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary",0,real
You see the requirements please,0,real
Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola,0,real
Boo what time u get out? U were supposed to take me shopping today. :(,0,real
"SYMPTOMS when U are in love: ""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your",0,real
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,1,real
1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-),0,real
Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.,1,real
This phone has the weirdest auto correct.,0,real
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,1,real
Hey i will be late ah... Meet you at 945+,0,real
Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.,0,real
Nope... Think i will go for it on monday... Sorry i replied so late,0,real
Yes! How is a pretty lady like you single?,0,real
"Its good, we'll find a way",0,real
"Sorry, wrong UPI ID. Please approve the collect request I just sent so I can get my money back.",1,synthetic
Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.,0,real
Your UPI Autopay mandate for Rs.49 to Netflix is due on 03-09-26.,0,synthetic
"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.",1,real
You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,1,real
ALRITE,0,real
Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?,0,real
"Sir Goodmorning, Once free call me.",0,real
Omg how did u know what I ate?,0,real
Is there coming friday is leave for pongal?do you get any news from your work place.,0,real
"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?",0,real
Sorry I missed your call let's talk when you have the time. I'm on 07090201529,1,real
2 laptop... I noe infra but too slow lar... I wan fast one,0,real
I have lost 10 kilos as of today!,0,real
Send me yetty's number pls.,0,real
Booked ticket for pongal?,0,real
"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play £250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",1,real
PRIVATE! Your 2003 Account Statement for 078,1,real
Hey... Why dont we just go watch x men and have lunch... Haha ,0,real
Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.,0,real
Your UPI Autopay mandate for Rs.2499 to Amazon is due on 27-03-26.,0,synthetic
Somebody should go to andros and steal ice,0,real
"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",1,real
Oh ok..,0,real
Hmmm:)how many players selected?,0,real
No b4 Thursday,0,real
"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3x£150pw to e£nd txt stop",1,real
Download TeamViewer QuickSupport so our engineer can fix your account issue immediately.,1,synthetic
I finished my lunch already. U wake up already?,0,real
"That's what I love to hear :V see you sundayish, then",0,real
Call to the number which is available in appointment. And ask to connect the call to waheed fathima.,0,real
"Sorry, I'll call later",0,real
"URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM",1,real
Prakesh is there know.,0,real
"Well, I meant as opposed to my drunken night of before",0,real
Carry on not disturbing both of you,0,real
Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,1,real
Wat time ü finish?,0,real
staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323,0,real
I'm freezing and craving ice. Fml,0,real
So ü'll be submitting da project tmr rite?,0,real
Ü all write or wat..,0,real
Rs.199 withdrawn from ATM **7551 on 17-12-26. Avl bal Rs.17725. Not you? Call 1800440669.,0,synthetic
"The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!, Gud night....",0,real
Sir send to group mail check it.,0,real
We noticed suspicious activity on your UPI account. Share the OTP sent to you to secure it.,1,synthetic
Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,0,real
I keep ten rs in my shelf:) buy two egg.,0,real
Wife.how she knew the time of murder exactly,0,real
Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...,0,real
"Do whatever you want. You know what the rules are. We had a talk earlier this week about what had to start happening, you showing responsibility. Yet, every week it's can i bend the rule this way? What about that way? Do whatever. I'm tired of having thia same argument with you every week. And a  &lt;#&gt;  movie DOESNT inlude the previews. You're still getting in after 1.",0,real
But i juz remembered i gotta bathe my dog today..,0,real
"Sorry, I'll call later",0,real
So ü pay first lar... Then when is da stock comin...,0,real
URGENT: Your SBI account KYC has expired. Click tinyurl.com/upi-verify to avoid suspension.,1,synthetic
Then anything special?,0,real
Rs.99.00 debited from a/c **1438 on 06-07-26 to VPA shop795@ybl. Avl bal Rs.20519.00. Not you? Call 1800622332.,0,synthetic
Sounds great! Are you home now?,0,real
Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net cost£3.75max ,1,real
Recharge successful! Rs.199 plan activated. Enjoy uninterrupted service.,0,synthetic
"URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",1,real
I'm reading the text i just sent you. Its meant to be a joke. So read it in that light,0,real
HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x,0,real
Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks,0,real
"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel",0,real
Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.,0,real
"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...",0,real
K then 2marrow are you coming to class.,0,real
Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016,1,real
"Arms fine, how's Cardiff and uni? ",0,real
1's finish meeting call me.,0,real
How many licks does it take to get to the center of a tootsie pop?,0,real
I'm glad. You are following your dreams.,0,real
U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...,0,real
Your OTP for Kotak Bank NetBanking login is 977885. Valid for 10 mins. Do not share this with anyone.,0,synthetic
Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05,1,real
MMM ... Fuck .... Merry Christmas to me,0,real
Rs.50000 withdrawn from ATM **2581 on 08-02-26. Avl bal Rs.43150. Not you? Call 1800409767.,0,synthetic
Ok lor ü reaching then message me.,0,real
"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",1,real
Guessin you ain't gonna be here before 9?,0,real
"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting.",0,real
Good. Good job. I like entrepreneurs,0,real
I cant pick the phone right now. Pls send a message,0,real
"Carlos took a while (again), we leave in a minute",0,real
"Thanks da thangam, i feel very very happy dear. I also miss you da.",0,real
XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only,1,real
An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-),0,real
"Sorry, I'll call later",0,real
How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS),1,real
God's love has no limit. God's grace has no measure. God's power has no boundaries. May u have God's endless blessings always in ur life...!! Gud ni8,0,real
That's y i said it's bad dat all e gals know u... Wat u doing now?,0,real
And maybe some pressies,0,real
K I'll be sure to get up before noon and see what's what,0,real
"sir, you will receive the account no another 1hr time. Sorry for the delay.",0,real
"What's up bruv, hope you had a great break. Do have a rewarding semester.",0,real
U coming back 4 dinner rite? Dad ask me so i re confirm wif u...,0,real
Your UPI Autopay mandate for Rs.49 to Amazon is due on 03-03-26.,0,synthetic
When are you going to ride your bike?,0,real
Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?,0,real
Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.,0,real
Your ICICI Bank Credit Card statement of Rs.499 is generated. Due date 15-05-26.,0,synthetic
Huh but i cant go 2 ur house empty handed right?,0,real
You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX,1,real
"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?",0,real
Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side,0,real
Your electricity connection will be disconnected tonight. Pay Rs.50000 now to avoid disconnection: kyc-update.in/verify,1,synthetic
"I dont knw pa, i just drink milk..",0,real
Leave it de:-). Start Prepare for next:-)..,0,real
Just come home. I don't want u to be miserable,0,real
I accidentally brought em home in the box,0,real
Bugis oso near wat... ,0,real
Pandy joined 4w technologies today.he got job..,0,real
I wanted to ask ü to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.,0,real
Kallis wont bat in 2nd innings.,0,real
is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? ,0,real
Rs.2499.00 debited from a/c **3854 on 09-01-26 to VPA merchant859@ybl. Avl bal Rs.69455.00. Not you? Call 1800116547.,0,synthetic
We noticed suspicious activity on your UPI account. Share the OTP sent to you to secure it.,1,synthetic
"Sorry, I'll call later",0,real
Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,0,real
"Come to mu, we're sorting out our narcotics situation",0,real
U don't remember that old commercial?,0,real
 and  picking them up from various points,0,real
It should take about  &lt;#&gt;  min,0,real
Your ICICI Bank Credit Card statement of Rs.4999 is generated. Due date 01-12-26.,0,synthetic
She doesnt need any test.,0,real
Rs.999 credited to your a/c **3757 on 24-09-26 via UPI. Avl bal Rs.77265.,0,synthetic
Tiwary to rcb.battle between bang and kochi.,0,real
Tell them the drug dealer's getting impatient,0,real
Oh :-)only 4 outside players allowed to play know,0,real
Oh oh... Den muz change plan liao... Go back have to yan jiu again...,0,real
Your electricity connection will be disconnected tonight. Pay Rs.4999 now to avoid disconnection: tinyurl.com/upi-verify,1,synthetic
Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,0,real
So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream,0,real
Goin to workout lor... Muz lose e fats... ,0,real
Are you driving or training?,0,real
His bday real is in april .,0,real
Payment of Rs.2499 to Airtel was successful. Txn ID T3104929112.,0,synthetic
No he didn't. Spring is coming early yay!,0,real
K.k.how is your business now?,0,real
This is HDFC Bank support. Please install AnyDesk and share your screen so we can process your refund.,1,synthetic
Payment of Rs.199 to Amazon was successful. Txn ID T9063079139.,0,synthetic
And is there a way you can send shade's stuff to her. And she has been wonderful too.,0,real
Okay... We wait ah,0,real
Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.,0,real
I will come to ur home now,0,real
"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted",0,real
Bought one ringtone and now getting texts costing 3 pound offering more tones etc,1,real
Payment of Rs.99 to Zomato was successful. Txn ID T6807883867.,0,synthetic
Recharge successful! Rs.4999 plan activated. Enjoy uninterrupted service.,0,synthetic
Go where n buy? Juz buy when we get there lar.,0,real
K still are you loving me.,0,real
You do got a shitload of diamonds though,0,real
Recharge successful! Rs.49 plan activated. Enjoy uninterrupted service.,0,synthetic
"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8",0,real
"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there.",0,real
Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.,0,real
Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+,1,real
This is SBI support. Please install AnyDesk and share your screen so we can process your refund.,1,synthetic
Rs.99 withdrawn from ATM **3583 on 16-02-26. Avl bal Rs.82437. Not you? Call 1800360804.,0,synthetic
Reply to win £100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service,1,real
XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867 ,1,real
I've told you everything will stop. Just dont let her get dehydrated.,0,real
We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that,0,real
I told that am coming on wednesday.,0,real
100 dating service cal;l 09064012103 box334sk38ch,1,real
You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP,1,real
ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG,0,real
"Aight, sounds good. When do you want me to come down?",0,real
How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.,0,real
Oh. U must have taken your REAL Valentine out shopping first.,0,real
Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!,1,real
Does she usually take fifteen fucking minutes to respond to a yes or no question,0,real
"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*",0,real
This is HDFC Bank support. Please install AnyDesk and share your screen so we can process your refund.,1,synthetic
U wan 2 haf lunch i'm in da canteen now.,0,real
Ok no problem... Yup i'm going to sch at 4 if i rem correctly...,0,real
No plm i will come da. On the way.,0,real
As if i wasn't having enough trouble sleeping.,0,real
"I'll see if I can swing by in a bit, got some things to take care of here firsg",0,real
But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.,0,real
Anytime lor...,0,real
I have sent Rs.49 to your account by mistake. Please accept the collect request to return it.,1,synthetic
Ok.. Ü finishing soon?,0,real
But i have to. I like to have love and arrange.,0,real
"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt",0,real
Recharge successful! Rs.99 plan activated. Enjoy uninterrupted service.,0,synthetic
And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed,0,real
It's é only $140 ard...É rest all ard $180 at least...Which is é price 4 é 2 bedrm ($900),0,real
Men like shorter ladies. Gaze up into his eyes.,0,real
Pls dont restrict her from eating anythin she likes for the next two days.,0,real
Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705,1,real
Take us out shopping and Mark will distract Isaiah.=D,0,real
Oic... Then better quickly go bathe n settle down...,0,real
"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",0,real
Your electricity connection will be disconnected tonight. Pay Rs.2499 now to avoid disconnection: bit.ly/3xK9z,1,synthetic
-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,1,real
Jus came back fr lunch wif my sis only. U leh?,0,real
"A few people are at the game, I'm at the mall with iouri and kaila",0,real
Later i guess. I needa do mcat study too.,0,real
I will be outside office take all from there,0,real
I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon,0,real
wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp £1.50/msg.,1,real
CDs 4u: Congratulations ur awarded £500 of CD gift vouchers or £125 gift guaranteed & Freeentry 2 £100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 ,1,real
Where at were hungry too,0,real
Your OTP for Axis Bank NetBanking login is 251030. Valid for 10 mins. Do not share this with anyone.,0,synthetic
Great! So what attracts you to the brothas?,0,real
Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...,0,real
We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,1,real
"Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?",0,real
So what about you. What do you remember,0,real
Okey dokey swashbuckling stuff what oh.,0,real
Happy new year to u too!,0,real
ARE YOU IN TOWN? THIS IS V. IMPORTANT,0,real
